Source,Filename,Bedreiging,Categorie,Citaat
knmi,85,Overestimatie van potentiële verdamping door temperatuurstijging.,Ecologisch,the resulting increase in potential evaporation may lead to a systematic overestimation.
knmi,85,Variabiliteit in potentiële verdamping door seizoensgebonden factoren.,Ecologisch,"the influence of the value of etf on mean, low and high discharges is relatively large."
knmi,85,Inconsistentie in verdampingsprofielen tussen verschillende sub-bekken.,Ecologisch,the differences in mean daily potential evaporation per month don’t exceed 0.5 mm/day in the months with more than 2.5 mm/day potential evaporation on average.
knmi,87,Beperkingen in de tijds- en ruimtelijke resolutie van weersvoorspellingsmodellen.,Technologisch & digitaal,weather forecasting models have to deal with three main disadvantages. First two are due to its limited temporal and spatial resolution
knmi,87,Beperkingen in de atmosferische waarnemingen.,Ecologisch,Limited atmospheric observations
knmi,87,Onvoldoende assimilatie van gegevens in globale circulatiemodellen (GCMs).,Technologisch & digitaal,where GCMs do not typically assimilate data
knmi,87,Behoefte aan een gebruikersgemeenschap voor ARISE.,Sociaal & Maatschappelijk,Developing a user community
knmi,87,Behoefte aan een service voor modellen van de hele atmosfeer.,Technologisch & digitaal,Working towards a service for whole atmosphere models
knmi,87,Behoefte aan begrip van de koppeling tussen stratosfeer en troposfeer.,Ecologisch,Developing understanding of coupling between stratosphere and troposphere
knmi,87,Gaten in de numerieke weersvoorspelling.,Technologisch & digitaal,ARISE has clearly demonstrated that it has the potential to fill important gaps for numerical weather prediction
knmi,87,Biases in satelliet temperatuurdata boven 35 km.,Ecologisch,Biases in satellite temperature data can increase significantly above 35 km.
knmi,87,De voorspelling van de duur van plotselinge stratosferische opwarmingen (SSWs) is onzeker.,Gezondheid,"it is the prediction of SSW duration that forecasting centres are particularly keen to improve, since that parameter has greater uncertainty then SSW onset, in current NWP models."
knmi,87,De effectiviteit van ensemble weersvoorspellingen is een uitdaging.,Gezondheid,making the best and most effective use of these products remains a challenge.
knmi,87,De samenwerking met andere meteorologische en klimaatmodelleringsinstellingen is noodzakelijk.,Geopolitiek & militair,"this requires further and deeper collaboration with, for example, Met Office, KNMI, ECMWF, WMO, and other weather services and climate modelling institutions."
knmi,87,Hoge kosten en risico's van directe assimilatie van nieuwe waarnemingen.,Economisch,"Direct assimilation of new observations is extremely costly, and risk full"
knmi,87,De impact van ruimteweer op technologisch geavanceerde samenlevingen is groeiende.,Geopolitiek & militair,there is a growing interest in the potentially far ranging impacts of space weather on our technologically sophisticated societies.
knmi,87,De detectie van extreme weersomstandigheden is een kernfunctie van het ARISE-netwerk.,Gezondheid,One of the core functions of the routine ARISE network will be the detection of extreme events in the Earth system.
knmi,88,Beperkingen in neerslagdata door kortere reeksen.,Ecologisch,de nieuwe curves van de oude in de manier waarop ze zijn berekend.
knmi,88,Onbetrouwbare historische neerslagdata.,Ecologisch,deze laatste worden gebruikt in de neerslagtekortgrafieken op de KNMI website.
knmi,88,Verouderde methodologie voor neerslagtekorten.,Ecologisch,deze tijdreeksen van de regionale‐ en het landelijk neerslagtekort zijn.
knmi,88,Inconsistenties in data door samenwerking tussen KNMI en Deltares.,Technologisch & digitaal,In de hele keten van stations data tot referentiecurves is nauw samengewerkt met Deltares.
knmi,88,Neerslagtekort en droogte in Nederland.,Ecologisch,Neerslagtekort NL
knmi,88,Extreem weer door droogte.,Ecologisch,recordjaar 1976
knmi,89,Verontreiniging van de lucht door aerosolen.,Ecologisch,"continuous monitoring of atmospheric composition, in particular with respect to air quality"
knmi,89,Beperkingen in de bestaande algoritmen voor aerosolprofielretrieval.,Technologisch & digitaal,there appears to be no existing (operational) satellite product
knmi,90,Onzekerheid in de schattingen van extreme afvoeren.,Ecologisch,"the uncertainty in the GRADE discharge estimates at Lobith for return periods up to 10,000 years or longer"
knmi,90,Onzekerheid in hydrologische modellen.,Ecologisch,the uncertainty in these hydrological models is also quantified by means of an ensemble.
knmi,90,Effecten van overstromingen op afvoeren.,Ecologisch,flooding significantly reduces the Lobith discharges for return periods longer than about 50 year.
knmi,90,Onzekerheid in hydrodynamische modellen.,Ecologisch,uncertainties in the hydrodynamic SOBEK models that are used for the routing of (extreme) flows along the main river channel are a third source of uncertainty.
knmi,90,Onzekerheid in klimaatmodellen.,Ecologisch,the uncertainty in the climate is represented by a set of (11 or 24) different Weather Generator (WG) simulations.
knmi,90,Onzekerheid in de flooding parameters.,Ecologisch,"Uncertainties in the flooding parameters may again increase the width of the confidence intervals, however."
knmi,90,Onzekerheid in de schattingen van de maximale afvoer van de Maas.,Ecologisch,the uncertainties in the estimates for the QBorgharenMax are highly dominated by the uncertainty in the climate.
knmi,90,Verhoogde onzekerheid bij hoge terugkeerperioden.,Ecologisch,the larger the RP the larger the relative contribution of the uncertainty in the climate to the total uncertainty in Q RP
knmi,90,Onzekerheid in de voorspellingen van waterstanden en afvoeren.,Ecologisch,water level and discharge predictions of a corresponding detailed 2D WAQUA model were used as ‘pseudo’ measurements.
knmi,90,Onzekerheid in de schatting van de frequentiecurves van extreme afvoeren.,Ecologisch,the presently derived uncertainties in the SOBEK-based frequency curves may be under estimated.
knmi,90,Onzekerheid in de modellen voor waterafvoer en overstromingen.,Ecologisch,"Uncertainties may remain, however."
knmi,90,Onzekerheid in de schattingen van jaarlijkse maximale afvoer.,Ecologisch,the uncertainties are ‘merely’ copied
knmi,91,Onzekerheden ten gevolge van overstromingen in de Rijn.,Ecologisch,Onzekerheden ten gevolge van overstromingen in de Rijn
knmi,91,Overstromingen in de Maas.,Ecologisch,Overstromingen in de Maas
knmi,91,Hoogwaterproblemen in de Overijsselse Vecht.,Ecologisch,Hoogwaterproblemen zoals die nog onlangs in mei 2014 zijn opgetreden
knmi,91,Effecten van extreme afvoeren op waterkeringen.,Ecologisch,"de effecten met (het hydro-dynamisch model binnen -, of een ander hydro-dynamisch model buiten) GRADE nauwkeurig in rekening kunnen worden gebracht"
knmi,91,Effecten van zijdelingse instroom op waterstanden.,Ecologisch,zijn er nog andere zijrivieren die een niet-verwaarloosbaar effect hebben op de waterstanden in het Nederlandse rivieren gebied
knmi,91,Gelijktijdige hoge afvoeren op de Maas en de Rijn.,Ecologisch,het gelijktijdig optreden van hoge afvoeren op zowel de Maas als de Rijn.
knmi,91,Extreme droogtecondities.,Ecologisch,eventueel ook voor extreme droogtecondities.
knmi,91,Onzekerheden in overstromingsparameters.,Ecologisch,de waarschijnlijk relatief grote onzekerheid in overstromingsparameters.
knmi,91,Effecten van overstromingen van dijken in het Duitse gedeelte op de afvoer van Lobith.,Ecologisch,"overstromingen van dijken in het Duitse gedeelte (Bovenrijn tussen Maxau en Kaub, en Benedenrijn tussen Keulen en Lobith) grote effecten op de afvoer van Lobith kunnen hebben."
knmi,91,Onzekerheid in overstromingsmodellen.,Ecologisch,onzekerheden in het klimaat en de hydrologische modellen
knmi,91,Beperkingen in de stroomvoerende capaciteit van de Maas.,Ecologisch,geen rekening gehouden met beperkingen in de stroomvoerende capaciteit van de Maas
knmi,91,Dempende effecten van mijnverzakkingsgebieden.,Ecologisch,sterke dempende effecten verwacht van de eveneens bij Luik zich aan beide zijden van de rivier bevindende mijnverzakkingsgebieden
knmi,91,Risico's van extreem lage afvoeren.,Ecologisch,extreem lage afvoer condities kunnen in de praktijk eveneens tot aanzienlijke risico’s en/of (economische of ecologische) schade leiden
knmi,91,Stremming van de scheepvaart door geringe vaardieptes.,Economisch,stremming van de scheepvaart door geringe vaardieptes
knmi,91,Problemen met inname drinkwater.,Gezondheid,problemen met inname drinkwater
knmi,91,Negatieve ecologische effecten door stijgende watertemperatuur.,Ecologisch,problemen met stijgende watertemperatuur (zoals het niet kunnen lozen van koelwater) en daarmee verbonden negatieve ecologische effecten
knmi,91,Landbouwschade door gebrek aan beregening.,Economisch,landbouwschade doordat gewassen niet kunnen worden beregend
knmi,91,Onzekerheid in hydrologische modellen voor extreem lage afvoercondities.,Ecologisch,voor extreem lage afvoercondities moet nog in nader detail worden nagegaan welke (droogte)kentallen nu allemaal relevant zijn.
knmi,91,Risico van overstromingen door variaties in dijkdoorbraken en bergingscapaciteit.,Ecologisch,Oorzaken en effecten van overstromingen kunnen zich op velerlei wijze manifesteren.
knmi,91,Effecten van veranderingen in landgebruik op waterkwaliteit en ecologische balans.,Ecologisch,ander landgebruik kan bijvoorbeeld tot wijzingen in de aanvoer van regenwater leiden.
knmi,91,Noodzaak voor aanpassingen in hydrologische modellen bij lange termijn effecten van klimaatverandering.,Ecologisch,bij scenario-analyses waarbij ook transporten van stoffen in de rivier in het geding zijn zijn aanpassingen en/of uitbreidingen meer substantieel.
knmi,91,Onvoldoende validatie van GRADE-componenten onder lage afvoercondities.,Ecologisch,"moeten alle GRADE-componenten gevalideerd, en zeer waarschijnlijk aanzienlijk verbeterd worden t.a.v. hun performance onder lage afvoercondities."
knmi,91,Onvoldoende onderzoek naar coïncidenties van extreme afvoeren en zeewaterstanden.,Ecologisch,er lijkt nog erg veel onderzoek en ontwikkeling nodig hoe (en òf) dit type coïncidenties te implementeren.
knmi,91,Onzekerheid over de correlatie tussen extreme afvoeren en zeewaterstanden.,Ecologisch,is nog allerminst duidelijk hoe de huidige NG-procedure met extreme zeewaterstanden (of meerpeilen) uit te breiden.
knmi,91,Hoge kosten en langdurige ontwikkeling van het SuperGRADE-instrument.,Economisch,"Het geheel omvat derhalve een gefaseerde, en langdurige en ook kostbare ontwikkeling."
knmi,91,Onzekerheid over de meerwaarde van doorontwikkelingen in GRADE.,Technologisch & digitaal,ook onduidelijk of dergelijke doorontwikkelingen in functioneel opzicht een meerwaarde aan GRADE zullen bieden.
knmi,91,Behoefte aan additionele functionaliteit voor scenarioberekeningen.,Technologisch & digitaal,Voor dergelijke scenarioberekeningen zal in veel gevallen additionele functionaliteit vereist zijn die in welk kader dan nog gerealiseerd zal moeten worden.
knmi,92,Onzekerheid in hydrologische modellen.,Technologisch & digitaal,the total uncertainty of the GRADE method.
knmi,92,Onzekerheid in de huidige neerslagklimaat.,Ecologisch,the uncertainty in the current precipitation climate
knmi,92,Beperkingen van het HBV-model voor kleine sub-bekken.,Ecologisch,the HBV-models perform less well
knmi,92,Impact van overstromingen op de frequentie-discharge curve.,Ecologisch,the width of the uncertainty band for the frequency-discharge curve is reduced considerably
knmi,92,Extreme overstromingen door meervoudige neerslaggebeurtenissen.,Ecologisch,Extreme floods on the Lower Rhine are often associated with multi-day precipitation events in winter.
knmi,92,Onzekerheid in extreme afvoeren.,Ecologisch,uncertainty in the maximum discharge due to the two sources of uncertainty
knmi,92,Onvoldoende representativiteit van de waargenomen serie voor overstromingen.,Ecologisch,The observed series is not representative of floods.
knmi,92,Onzekerheid in flooding parameters.,Ecologisch,The uncertainty bands in GRADE do not account for the uncertainty in flooding parameters yet.
knmi,92,Verlies van historische gegevens door het gebruik van synthetische flood hydrographs.,Ecologisch,These synthetic hydrographs include peak values both in the reach of the historical floods and significantly higher.
knmi,92,Onzekerheid in de schattingen van extreme neerslagniveaus.,Ecologisch,the standard deviations of the estimated return levels are uncertain.
knmi,92,Onvoldoende kalibratie van modellen voor hoge waterstanden.,Ecologisch,the high flows were considerably underestimated
knmi,92,Onzekerheid in de hydrologische modellering door variaties in de jackknife series.,Ecologisch,To transfer the uncertainty of the climate into an uncertainty of the river discharge each of the jackknife series is used as input to the hydrological HBV models.
knmi,92,Onzekerheid in extreme afvoeren van rivieren door klimaatverandering.,Ecologisch,the uncertainty in the climate contributes more heavily to the uncertainty in the extreme discharges
knmi,92,Onvoldoende informatie over upstream flooding van de Maas.,Technologisch & digitaal,the available information on which this conclusion is based is too limited to include upstream flooding of the Meuse in GRADE for this moment.
knmi,92,Verlies van gegevens door het ontbreken van dagelijkse basin gemiddelden in bepaalde jaren.,Ecologisch,Note that for the years 1930-1960 and 2008 no daily basin averages were available.
knmi,93,Onvoldoende nauwkeurigheid in weersvoorspellingen.,Gezondheid,Estimation of background error correlation functions
knmi,93,Afhankelijkheid van externe partners voor weerdata.,Economisch,"partners in the NWP SAF are the Met Office, ECMWF, KNMI and Météo France"
knmi,93,Technologische achterstand in numerieke weer voorspelling.,Technologisch & digitaal,Numerical Weather Prediction (NWP SAF)
knmi,93,Fouten in de achtergrondcorrelaties kunnen de nauwkeurigheid van weersvoorspellingen beïnvloeden.,Technologisch & digitaal,Error correlation functions in the spatial domain.
knmi,93,Onjuiste windkalibratie kan leiden tot onnauwkeurige weersvoorspellingen.,Technologisch & digitaal,Effects of wind calibration.
knmi,93,Fouten in de analyse kunnen de betrouwbaarheid van weersvoorspellingen verminderen.,Technologisch & digitaal,Effect on the analysis.
knmi,93,Fouten in de selectie kunnen leiden tot onbetrouwbare gegevens.,Technologisch & digitaal,Effect on the selection.
knmi,93,Beperkingen in de 2DVAR-analyse die kleine schaalinformatie niet oppikken.,Technologisch & digitaal,the 2DVAR analysis does not pick up the small scale information that is present in the ASCAT-12.5 observations.
knmi,93,Afhankelijkheid van iteratieve methoden voor oplossingen.,Technologisch & digitaal,In the method of successive approximations a first solution Ψ1 = _h_ is substituted in the right hand side of (2.34).
knmi,93,Verlies van gegevensintegriteit door foutieve correlatiefuncties.,Technologisch & digitaal,must be evaluated at _r_ = 0
knmi,93,Onvoldoende kennis van achtergrondfoutcorrelaties.,Technologisch & digitaal,accurate knowledge on the background error correlations is needed.
knmi,93,Complexiteit van de wiskundige modellen.,Technologisch & digitaal,third-order inhomogeneous linear differential equation
knmi,93,Verlies van informatie door integratie van achtergrondfouten.,Gezondheid,Estimation of background error correlation functions.
knmi,93,De tijdsduur van de 2DVAR-analyse is te lang voor operationeel gebruik.,Technologisch & digitaal,At the moment 2DVAR with numerical error correlation functions is too time consuming to apply operationally.
knmi,95,Verlies van nauwkeurigheid in weersvoorspellingen door technische tekortkomingen.,Technologisch & digitaal,Tests repeated for SDP version 2.2.
knmi,95,Afhankelijkheid van internationale samenwerking voor meteorologische data.,Geopolitiek & militair,"under the Cooperation Agreement dated 29 June, 2011, between EUMETSAT and the Met Office, UK."
knmi,95,Risico op verouderde technologie in weerpredictie.,Technologisch & digitaal,First public release
knmi,95,Mogelijke fouten in gegevensverwerking door modulefouten.,Technologisch & digitaal,Module ErrorHandler
knmi,95,Beperkingen in de testmethodologie die de betrouwbaarheid van resultaten kunnen beïnvloeden.,Technologisch & digitaal,Extended Single Observation Test
knmi,95,De ontwikkeling van de SDP software kan leiden tot kwetsbaarheden in de nationale infrastructuur.,Technologisch & digitaal,The development of the code has followed the procedures specified for the NWP SAF.
knmi,95,De implementatie van nieuwe algoritmes kan leiden tot onbetrouwbare gegevensverwerking.,Technologisch & digitaal,Implementation of the Bayesian ice screening algorithm.
knmi,95,De noodzaak voor continue updates kan leiden tot verhoogde operationele kosten.,Economisch,The Test Report was updated for SDP 2.2.
knmi,95,Fouten in de berekening van covariantiematrices kunnen de betrouwbaarheid van de resultaten ondermijnen.,Technologisch & digitaal,CheckCovMat - checking precision of Covariances
knmi,95,Onbetrouwbare windmetingen door kwaliteitscontrole.,Technologisch & digitaal,"the angle between the fore and aft measurements of the scatterometer are almost 180° apart, which is quite unfavorable."
knmi,95,Incompatibiliteit tussen SDP en QDP programma's.,Technologisch & digitaal,The SDP program should be backward compatible with the QDP program.
knmi,95,Onvoldoende kalibratie en validatie van het KNMI 2DVAR-systeem.,Technologisch & digitaal,The KNMI 2DVAR scheme requires a proper calibration and validation.
knmi,95,Onvoldoende documentatie voor gebruikers.,Sociaal & Maatschappelijk,Only minor issues in the documentation were found which have been implemented in the user documentation.
knmi,96,Verlies van nauwkeurigheid in weersvoorspellingen door verouderde technologie.,Technologisch & digitaal,- outer swath processing
knmi,96,Onvoldoende kwaliteitscontrole van weersdata.,Technologisch & digitaal,new Quality Control method
knmi,96,Afhankelijkheid van internationale samenwerking voor weersvoorspelling.,Geopolitiek & militair,"under the Cooperation Agreement dated 29 June, 2011, between EUMETSAT and the Met Office, UK"
knmi,96,Risico op fouten door onjuiste data-invoer.,Technologisch & digitaal,new recommended settings of 2DVAR error model
knmi,96,Verlies van gegevens door geheugenlekken in software.,Technologisch & digitaal,memory leak repaired
knmi,96,Onvoldoende monitoring van systemen.,Technologisch & digitaal,Monitoring
knmi,96,Problemen met ambiguïteitsverwijdering.,Technologisch & digitaal,Ambiguity Removal
knmi,96,Onvoldoende systeemvereisten.,Technologisch & digitaal,System requirements
knmi,96,Technologische kwetsbaarheden in dataverwerking.,Technologisch & digitaal,Data structures . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
knmi,96,Verlies van gegevens door falende apparatuur.,Technologisch & digitaal,SeaWinds on QuikSCAT ended its highly successful mission almost a year ago due to antenna failure.
knmi,96,Inconsistenties in gegevens door verschillende verwerkingsmethoden.,Technologisch & digitaal,there may be differences due to different background winds and/or ice screening procedure.
knmi,96,Onbetrouwbare gegevensverwerking door verouderde software.,Technologisch & digitaal,the difficulties with installing SDP under Cygwin have been solved to a sufficient level.
knmi,96,Verlies van nauwkeurigheid door lagere resolutie van output.,Technologisch & digitaal,"there is, of course, a trade-off between the output resolution and the output accuracy."
knmi,96,Verlies van gegevens door conversiefouten.,Technologisch & digitaal,Conversion of meteorological quantities
knmi,96,Onvoldoende kwaliteitscontrole van meteorologische gegevens.,Gezondheid,the input should be rejected for ingestion by the NWP system.
knmi,96,Onvoldoende gegevenskwaliteit kan leiden tot verkeerde conclusies.,Technologisch & digitaal,"the flags themselves do not address a single aspect of the data, but the flags are composed of several bits each addressing a specific aspect of the data."
knmi,96,Fouten in de gegevensverwerking kunnen de betrouwbaarheid van de output beïnvloeden.,Technologisch & digitaal,errors are logged in any case.
knmi,96,Onvoldoende documentatie voor programma's.,Technologisch & digitaal,Documentation
knmi,96,Afhankelijkheid van specifieke software en bibliotheken voor de werking van SDP.,Technologisch & digitaal,SDP needs a Fortran 90 compiler and a C compiler for installation.
knmi,96,Onvoldoende gegevenskwaliteit van windvectoroplossingen.,Technologisch & digitaal,The routine InitAmbi() sets all ambiguity data to missing.
knmi,96,Onvoldoende gegevenskwaliteit van satellietmetingen.,Technologisch & digitaal,Seawinds Sigma-0 Quality FLAG TABLE (21115)
knmi,96,Onvoldoende gegevenskwaliteit van antennadata.,Technologisch & digitaal,The routine InitAntenna() sets all antenna data to missing.
knmi,96,Onvoldoende gegevenskwaliteit van beamdata.,Technologisch & digitaal,The routine InitBeam() sets all beam data to missing.
knmi,96,Onvoldoende gegevenskwaliteit van celdata.,Technologisch & digitaal,The routine InitCell() sets the cell data to missing values.
knmi,96,Onvoldoende gegevenskwaliteit van Kp-coëfficiënten.,Technologisch & digitaal,The routine InitKp() sets the Kp coefficients to missing values.
knmi,96,Onvoldoende gegevenskwaliteit van σ0 data.,Technologisch & digitaal,The routine InitSigma0() sets the σ0 data to missing values.
knmi,96,Onvoldoende gegevenskwaliteit van regendata.,Technologisch & digitaal,The routine InitRain() sets all rain data to missing.
knmi,96,Onvoldoende gegevenskwaliteit van rijgegevens.,Technologisch & digitaal,The routine InitRow() sets all row data to missing.
knmi,96,Onvoldoende gegevenskwaliteit van neerslagintensiteit.,Gezondheid,Intensity Of Precipitation KG/M**2/SEC (13055)
knmi,96,Onvoldoende gegevenskwaliteit van temperatuurmetingen.,Gezondheid,Brightness Temperature K (12063)
knmi,96,Onvoldoende gegevenskwaliteit van windmetingen.,Technologisch & digitaal,Model wind speed at 10 m M/S (11082)
knmi,96,Onvoldoende gegevenskwaliteit van radarparameters.,Technologisch & digitaal,Normalized Radar Cross Section NUMERIC (21105)
knmi,96,Onvoldoende gegevenskwaliteit van ijsparameters.,Ecologisch,_pClimateIce_ This is the ice probability when no a-priori information is available
knmi,96,Onvoldoende gegevenskwaliteit van historische metingen.,Ecologisch,_nHist_ Number of historical measurement that are stored (=2)
knmi,96,Onvoldoende gegevenskwaliteit van afstand tot de ijslijn.,Ecologisch,_dRefIce_ Upper limit for the distance to ice line
knmi,96,Onvoldoende gegevenskwaliteit van afstand tot de windconus.,Ecologisch,_dRefWind_ Upper limit for the distance to wind cone
knmi,96,Onvoldoende gegevenskwaliteit van neerslagprobabiliteit.,Ecologisch,Probability of Rain NUMERIC (21120)
knmi,96,Onvoldoende gegevenskwaliteit van ijsprobabiliteit.,Ecologisch,Ice probability NUMERIC (20095)
knmi,96,Onvoldoende gegevensrepresentatie in meteorologische modellen.,Technologisch & digitaal,Binary Universal Form for the Representation of data
knmi,96,Problemen met de replicatie van gegevensbeschrijvingen.,Technologisch & digitaal,Resolve data descriptor replication problem
knmi,96,Ambiguïteit in gegevensverwerking.,Technologisch & digitaal,Ambiguity Removal
knmi,100,De aanwezigheid van regen beïnvloedt de kwaliteit van windmetingen.,Gezondheid,the presence of rain is known to degrade scatterometer-derived sea-surface wind quality.
knmi,100,Slechte kwaliteit van windmetingen kan de nauwkeurigheid van numerieke weersvoorspellingen beïnvloeden.,Gezondheid,this inconsistency results in an increase of the inversion residual and a decrease of the retrieved wind quality.
knmi,100,Variabele windsnelheden kunnen een potentieel gevaar vormen voor bepaalde toepassingen.,Gezondheid,"Variable winds are a potential hazard in some applications, such as data assimilation."
knmi,100,Slechte verificatie van windmodellen in regenachtige gebieden.,Technologisch & digitaal,poor verification in rainy areas
knmi,100,Verlies van datakwaliteit door lokale convectieve kenmerken.,Technologisch & digitaal,the ECMWF model not representing the local convective features
knmi,100,Inconsistenties in kwaliteitscontrole tussen verschillende windbronnen.,Technologisch & digitaal,"the reduced correspondence of buoy, ASCAT and ECMWF winds with decreasing SE values is further confirmed."
knmi,100,Verhoogde variabiliteit van windmetingen door regen.,Ecologisch,high probability of rain is found for the most negative singularity exponents indicating high WVC variability.
knmi,100,Onbetrouwbare windmetingen door variabiliteit in windcondities.,Technologisch & digitaal,"In the presence of large sub-WVC wind variability conditions, the mean wind speed estimated by Eq. (10) is usually lower than that estimated by Eq. (11)."
knmi,100,Effectiviteit van de MUDH-algoritme in het detecteren van WVCs met verhoogde variabiliteit.,Technologisch & digitaal,It proves that the MUDH algorithm is effective in detecting WVCs with enhanced variability in both rainy and rain-free conditions.
knmi,100,Problemen met de interpretatie van scatterometerdata kunnen leiden tot verkeerde conclusies.,Technologisch & digitaal,“Scatterometer data interpretation: measurement space and inversion”
knmi,102,Onnauwkeurige metingen van windgegevens door instrumentfouten.,Technologisch & digitaal,"Discrepancies between mean measured and simulated backscatter may be due to instrument calibration, systematic and random errors in NWP wind speed and direction and GMF errors."
knmi,102,Fouten in de geolocatie van meetgegevens.,Technologisch & digitaal,Coastal points are more sensitive to errors in geolocation.
knmi,102,Onzekerheden in de instrumentgain kunnen de nauwkeurigheid van metingen beïnvloeden.,Technologisch & digitaal,Any discrepancy between the simulated and measured mean backscatter values is computed as a ratio.
knmi,102,Moeilijkheden bij het handhaven van de productkwaliteit van windgegevens.,Technologisch & digitaal,may be maintained without any significant effects on product quality.
knmi,102,Problemen met de validatie van CMOD5.N bij hoge invalshoeken.,Technologisch & digitaal,CMOD5.N has not yet been validated for such high incidence angles.
knmi,102,De kwaliteit van hoge-resolutie scatterometerwinden is onzeker.,Ecologisch,On the quality of high-resolution scatterometer winds
knmi,102,Er is een gebrek aan nauwkeurige oceanische kalibratie en validatie.,Technologisch & digitaal,ASCAT-B NWP Ocean Calibration and Validation
knmi,103,Onbetrouwbare windproductkwaliteit door inconsistentie in backscatterdata.,Technologisch & digitaal,"The new L1b σ[0 ]stream will be corrected using the new (v902) linear scaling factors in the transformed z domain, which correspond to addition factors in the logarithmic domain (dB)."
knmi,103,Afhankelijkheid van externe kalibratiestandaarden voor nauwkeurigheid van windmetingen.,Technologisch & digitaal,the moored buoys provide an absolute calibration standard.
knmi,103,Fouten in de NWP-invoerwinden kunnen de nauwkeurigheid van de backscattermetingen beïnvloeden.,Technologisch & digitaal,"Discrepancies between mean measured and simulated backscatter may be due to instrument calibration, systematic and random errors in NWP wind speed and direction and GMF errors."
knmi,103,Veranderingen in de softwareversies van L1B kunnen de consistentie van de meetgegevens beïnvloeden.,Technologisch & digitaal,A correction that accounts for differences in the level 1B software processing versions is computed and subsequently applied.
knmi,103,Moeilijkheden bij het verkrijgen van consistente windvectoren.,Technologisch & digitaal,The var_qc flag is set during 2DVAR ambiguity removal when a wind vector is spatially inconsistent with its neighbours.
knmi,103,Afname van datakwaliteit bij hogere invalshoeken.,Technologisch & digitaal,These effects bring more data into the tail of the MLE distribution at high incidence angles and therefore increase the QC rejection rate.
knmi,103,Onvoldoende correctie van windretrievals.,Technologisch & digitaal,uncorrected (CMOD5Na) wind retrievals are not acceptable as a level 2 wind product.
knmi,103,Grote afwijkingen in de buitenste zwath.,Technologisch & digitaal,consistent large departures remain for the uncorrected case.
knmi,103,Substantiële oncorrecteerde NOCa-correcties.,Technologisch & digitaal,The current NOCa corrections from the ocean calibration remain substantial and uncorrected.
knmi,104,Afhankelijkheid van satellietdata voor weersvoorspellingen.,Geopolitiek & militair,"""This documentation was developed within the context of the EUMETSAT Satellite Application Facility on Numerical Weather Prediction (NWP SAF)"""
knmi,104,Risico op verstoring van weersvoorspellingssystemen.,Technologisch & digitaal,"""The partners in the NWP SAF are the Met Office, ECMWF, KNMI and Météo France."""
knmi,104,Verlies van gegevensintegriteit door fouten in dataverwerking.,Technologisch & digitaal,"""Quality control"""
knmi,104,Beperkingen in de functionaliteit van weersvoorspellingssoftware.,Technologisch & digitaal,"""Details of functionality"""
knmi,104,Verlies van toegang tot essentiële meteorologische informatie.,Technologisch & digitaal,"""System requirements"""
knmi,104,Complexiteit van softwarecode voor satellietdata verwerking.,Technologisch & digitaal,Software code for processing satellite data may become very complex.
knmi,104,Afhankelijkheid van real-time data voor windproductie.,Technologisch & digitaal,These data may be real-time.
knmi,104,Beperkingen in de beschikbaarheid van data voor gebruikers.,Technologisch & digitaal,"Currently (2013), the SZF data are not available for users in near-real time."
knmi,104,Robuustheid en leesbaarheid van de code zijn cruciaal.,Technologisch & digitaal,Special attention has been paid to robustness and readability.
knmi,104,Afhankelijkheid van meteorologische modellen voor nauwkeurige weersvoorspellingen.,Gezondheid,an undesirable dependency arises if the output wind field is assimilated into a numerical weather prediction (NWP) model
knmi,104,Kwaliteitsproblemen door verontreiniging van gegevens door zeewater of ijs.,Ecologisch,"solutions that lie far away from the GMF are likely to be contaminated by, e.g., sea ice or confused sea state"
knmi,104,Moeilijkheden bij het waarborgen van consistentie tussen verschillende datastromen.,Technologisch & digitaal,to assure oneself of is the absence of biases by making scatter plots between ASCAT and NWP model first guess
knmi,104,Beperkingen in de nauwkeurigheid van weersvoorspellingen door gebruik van verouderde of onbetrouwbare gegevens.,Gezondheid,no impact tests have been performed to date by assimilating AWDP outputs after ambiguity removal
knmi,104,Complexiteit in de implementatie van dataverwerkingssystemen.,Economisch,"This represents some investment, but is applicable for all scatterometer data"
knmi,104,Beperkingen op systemen door afhankelijkheid van specifieke bibliotheken.,Technologisch & digitaal,this poses some restrictions on the systems supported.
knmi,104,Moeilijkheden bij het afhandelen van BUFR-bestanden op het laagste niveau.,Technologisch & digitaal,BUFR file handling at the lowest level is difficult to achieve.
knmi,104,Beperkingen in de distributie van de BUFR-bibliotheek.,Economisch,Only ECMWF is allowed to distribute this software.
knmi,104,Problemen met de compatibiliteit van verschillende versies van de GRIB API-bibliotheek.,Technologisch & digitaal,"However, AWDP is not tested with later versions."
knmi,104,Onvoldoende configuratie van omgevingsvariabelen kan leiden tot mislukte compilatie van software.,Technologisch & digitaal,"If one of the environment variables is not set, the default f90 and cc commands on the Unix platform will be invoked."
knmi,104,Afhankelijkheid van specifieke compilers kan leiden tot compatibiliteitsproblemen.,Technologisch & digitaal,"If the user wants to use a Fortran or C compiler not included in table 2.6, he can make his own version of the use_* script."
knmi,104,Verlies van gegevens door onjuiste bestandsnamen of paden.,Technologisch & digitaal,It should contain a file name including a valid path.
